ID,gds,title,description,type,pubmed_id,gpl,platform_organism,platform_technology_type,feature_count,sample_organism,sample_type,channel_count,sample_count,value_type,gse,order,update_date,
929,GDS1484,"Anticarcinogen 3H-1, 2-dithiole-3-thione effect on liver","Analysis of livers of animals treated with 3H-1, 2-dithiole-3-thione (D3T). D3T blocks carcinogenesis through induction of phase 2 enzymes that enhance the detoxification of xenobiotic compounds. Results provide insight into the regulatory pathways affected by D3T.",Expression profiling by array,16317079,GPL85,Rattus norvegicus,in situ oligonucleotide,8799,Rattus norvegicus,RNA,1,8,count,GSE3173,none,8/22/06,
930,GDS1485,Gpr1 receptor and Gpa2 G protein alpha subunit deletion mutants,Expression profiling of mutants lacking the Gpr1 receptor or the Gpa2 G protein alpha subunit. Results provide insight into the role of the Gpr1 receptor and the Gpa2 G protein alpha subunit in the maintenance and modulation of cell size in response to glucose.,Expression profiling by array,15743410,GPL90,Saccharomyces cerevisiae,in situ oligonucleotide,9335,Saccharomyces cerevisiae,RNA,1,6,count,GSE970,none,5/8/06,
931,GDS1486,Serum response factor null mutation effect on neonatal cardiomyocytes,Analysis of serum response factor (SRF)-null neonatal cardiomyocytes. SRF is a transcriptional regulator required for mesodermal development and implicated in myogenesis. Results provide insight into the role of SRF in regulating genetic programs important for controlling cardiomyocyte function.,Expression profiling by array,16368687,GPL1261,Mus musculus,in situ oligonucleotide,45101,Mus musculus,RNA,1,6,count,GSE3181,none,8/22/06,
932,GDS1488,Intermediate filament protein GFAP transgene overexpression effect on olfactory bulb: time course,"Analysis of olfactory bulb of 23 day and 4 month old transgenics overexpressing human intermediate filament protein GFAP. GFAP missense mutations result in Alexander disease, a neurodegenerative disease. GFAP overexpression results in an encephalopathy similar to that resulting from GFAP mutations.",Expression profiling by array,16014634,GPL81,Mus musculus,in situ oligonucleotide,12488,Mus musculus,RNA,1,12,count,GSE977,none,5/8/06,
933,GDS1489,Growth hormone effect on adipocytes: time course,Analysis of cultured 3T3-F442A adipocytes treated with 500 nM growth hormone (GH). Adipocytes examined at various time points up to 48 hours following treatment with GH. Chronic GH treatment induces metabolic changes consistent with insulin resistance in 3T3-F442A adipocytes.,Expression profiling by array,16326703,GPL81,Mus musculus,in situ oligonucleotide,12488,Mus musculus,RNA,1,18,count,GSE2120,none,5/8/06,
934,GDS1490,Neural tissue profiling,"Expression profiling of 24 neural tissues and 10 body regions from adult A/J, C57BL/6J, C3H/HeJ, DBA/2J, and 129S6/SvEvTac males. Relationship of regional gene expression in the brain to architecture and organization of the brain examined.",Expression profiling by array,16002470,GPL81,Mus musculus,in situ oligonucleotide,12488,Mus musculus,RNA,1,150,count,GSE3594,none,5/8/06,
935,GDS1491,Calcineurin overexpression effect on astrocytes,Analysis of primary hippocampal culture cells overexpressing an activated form of calcineurin that lacks part of its C terminus and an autoinhibitory domain. The hippocampal cultures contain neurons and astroglia. Results provide insight into the role of calcineurin in astrocyte activation.,Expression profiling by array,15872113,GPL85,Rattus norvegicus,in situ oligonucleotide,8799,Rattus norvegicus,RNA,1,23,count,GSE1978,none,5/8/06,
936,GDS1492,Bleomycin effect on lungs: dose response and time course,"Comparison of lungs from C57BL/6J and C3H/HeJ strains, 3 and 6 weeks after treatment with 80, 100, or 125 units of bleomycin/kg. C57BL/6Js are susceptible to bleomycin-induced pulmonary fibrosis, while C3H/HeJs are resistant. Results identify candidate genes underlying fibrosis susceptibility.",Expression profiling by array,15937080,GPL339,Mus musculus,in situ oligonucleotide,22690,Mus musculus,RNA,1,21,count,GSE2640,none,10/6/06,
937,GDS1494,RyhB small regulatory RNA effect on global iron use,"Analysis of derivatives of strain MG1655: wild-type, fur mutant, and wild-type with added FeSO4, induced to overexpress RyhB. RyhB is a noncoding RNA regulated by the Fur repressor protein. Results suggest that RyhB plays a major role in the regulation of iron metabolism.",Expression profiling by array,16199566,GPL199,Escherichia coli K-12,in situ oligonucleotide,7312,Escherichia coli,RNA,1,12,count,GSE3105,none,10/6/06,
938,GDS1495,Obesity: adipocyte expression profile (HG-U95B),Analysis of cultured abdominal subcutaneous mature adipocytes from 9 male and 10 female non-diabetic obese Pima Indians. The prevalence of obesity in Pima Indians is among the highest of any population. Results provide insight into the role of adipocytes in obesity and obesity-related inflammation.,Expression profiling by array,16059715,GPL92,Homo sapiens,in situ oligonucleotide,12620,Homo sapiens,RNA,1,39,count,GSE2508,none,5/16/06,
939,GDS1496,Obesity: adipocyte expression profile (HG-U95C),Analysis of cultured abdominal subcutaneous mature adipocytes from 9 male and 10 female non-diabetic obese Pima Indians. The prevalence of obesity in Pima Indians is among the highest of any population. Results provide insight into the role of adipocytes in obesity and obesity-related inflammation.,Expression profiling by array,16059715,GPL93,Homo sapiens,in situ oligonucleotide,12646,Homo sapiens,RNA,1,39,count,GSE2508,none,5/16/06,
940,GDS1497,Obesity: adipocyte expression profile (HG-U95D),Analysis of cultured abdominal subcutaneous mature adipocytes from 9 male and 10 female non-diabetic obese Pima Indians. The prevalence of obesity in Pima Indians is among the highest of any population. Results provide insight into the role of adipocytes in obesity and obesity-related inflammation.,Expression profiling by array,16059715,GPL94,Homo sapiens,in situ oligonucleotide,12644,Homo sapiens,RNA,1,39,count,GSE2508,none,5/16/06,
941,GDS1498,Obesity: adipocyte expression profile (HG-U95E),Analysis of cultured abdominal subcutaneous mature adipocytes from 9 male and 10 female non-diabetic obese Pima Indians. The prevalence of obesity in Pima Indians is among the highest of any population. Results provide insight into the role of adipocytes in obesity and obesity-related inflammation.,Expression profiling by array,16059715,GPL95,Homo sapiens,in situ oligonucleotide,12639,Homo sapiens,RNA,1,39,count,GSE2508,none,5/16/06,
942,GDS1499,Hepatocyte nuclear factor 1beta mutant overexpression effect on embryonic kidney cells,"Analysis of HEK293 embryonic kidney cells overexpressing wild type hepatocyte nuclear factor (HNF) 1beta or HNF1alpha, or the HNF1beta A263insGG mutant. Results identify gene targets of HNF1 beta, and provide insight into the functional differences between HNF1beta and HNF1alpha.",Expression profiling by array,16297991,GPL96,Homo sapiens,in situ oligonucleotide,22283,Homo sapiens,RNA,1,12,count,GSE3308,none,8/22/06,
943,GDS1500,Mechanical stress effect on fibroblasts from various fetal tissues (MG-430A),"Expression profiling of fetal fibroblasts from tendon, skin, and cornea following mechanical stimulation by fluid flow. Fibroblasts isolated from embryos at 19 days post conception. Results provide insight into differences among fibroblasts from different tissues and response to linear shear stress.",Expression profiling by array,16492137,GPL339,Mus musculus,in situ oligonucleotide,22690,Mus musculus,RNA,1,18,transformed count,GSE3486,none,5/16/06,
944,GDS1501,Mechanical stimulation effect on fibroblasts from various fetal tissues (MG-430B),"Expression profiling of fetal fibroblasts from tendon, skin, and cornea following mechanical stimulation by fluid flow. Fibroblasts isolated from embryos at 19 days post conception. Results provide insight into differences among fibroblasts from different tissues and response to linear shear stress.",Expression profiling by array,16492137,GPL340,Mus musculus,in situ oligonucleotide,22575,Mus musculus,RNA,1,18,transformed count,GSE3486,none,5/16/06,
945,GDS1502,Inducer of CBF expression 1 mutant response to cold stress: time course,Analysis of inducer of CBF expression 1 (ICE1) mutant seedlings exposed to 0 C for up to 24 hours. Transcription factor ICE1 is required for chilling/freezing tolerance. Results identify a major role for ICE1 in controlling the expression of many cold-responsive genes during cold stress.,Expression profiling by array,16214899,GPL198,Arabidopsis thaliana,in situ oligonucleotide,22810,Arabidopsis thaliana,RNA,1,16,count,GSE3326,none,5/31/06,
946,GDS1503,Hutchinson-Gilford progeria syndrome: fibroblast (HG-U133A),Expression profiling of three fibroblast cell lines derived from Hutchinson-Gilford progeria syndrome (HGPS) patients. Identified changes in gene expression may provide clues to potential risk factors or factors influencing disease progression.,Expression profiling by array,15268757,GPL96,Homo sapiens,in situ oligonucleotide,22283,Homo sapiens,RNA,1,18,count,GSE3860,none,5/31/06,
947,GDS1504,Hutchinson-Gilford progeria syndrome: fibroblast  (HG-U133B),Expression profiling of three fibroblast cell lines derived from Hutchinson-Gilford progeria syndrome (HGPS) patients. Identified changes in gene expression may provide clues to potential risk factors or factors influencing disease progression.,Expression profiling by array,15268757,GPL97,Homo sapiens,in situ oligonucleotide,22645,Homo sapiens,RNA,1,18,count,GSE3860,none,5/31/06,
948,GDS1505,Cultured skin substitute,"Comparison of cultured skin substitute (CSS), cultured keratinocytes, cultured fibroblasts, and native skin. CSS contains fibroblasts and keratinocytes, and can facilitate wound healing. Results provide insight into physiological and molecular differences between CSS and native skin.",Expression profiling by array,16354201,GPL96,Homo sapiens,in situ oligonucleotide,22283,Homo sapiens,RNA,1,16,transformed count,GSE3204,none,5/16/06,
949,GDS1507,Transcription factor HNF4 null mutation effect on fetal colon,Analysis of epithelial cells from colon lacking hepatocyte nuclear factor 4 (HNF4) from embryos at E18.5. HNF4 encodes a nuclear hormone receptor transcription factor required for hepatocyte differentiation and liver development. Results provide insight into the role of HNF4 in colon development.,Expression profiling by array,16618389,GPL339,Mus musculus,in situ oligonucleotide,22690,Mus musculus,RNA,1,5,count,GSE3116,none,5/16/06,
950,GDS1509,Leptin effect on gallbladder,Expression profiling of gallbladders from 12 leptin-deficient obese females following daily treatment with 5 ug/g recombinant leptin for 4 weeks. Studies indicate that leptin plays a role in gallbladder motility. Results provide insight into the role of leptin in gallstone disease.,Expression profiling by array,17463181,GPL1261,Mus musculus,in situ oligonucleotide,45101,Mus musculus,RNA,1,8,count,GSE3293,none,5/16/06,
951,GDS1510,Tamoxifen effect on normal endometrial epithelium,Analysis of normal endometrial epithelial cells following treatment with oestrogen or tamoxifen (TMX).  Results provide insight into the molecular basis of the association of TMX treatment of breast cancer with an increased incidence of endometrial cancer.,Expression profiling by array,16355216,GPL8300,Homo sapiens,in situ oligonucleotide,12625,Homo sapiens,RNA,1,6,count,GSE3013,none,6/1/06,
952,GDS1511,Transcription factor RUNX1 knockout,"Expression profiling of RUNX1 null mutant embryos at E8.5 and E12. RUNX1 is necessary for normal development of all hematopoietic lineages, and is implicated in acute leukemias.",Expression profiling by array,,GPL1261,Mus musculus,in situ oligonucleotide,45101,Mus musculus,RNA,1,8,count,GSE2592,none,5/16/06,
953,GDS1512,Embryonal carcinoma cell line response to retinoic acid or trichostatin A,"Analysis of embryonal carcinoma cell line F9 following treatment with all-trans retinoic acid or trichostatin A, a histone deacetylase inhibitor (HDACI). Retinoic acid and HDACIs may be critical regulators of tissue homeostatis and are being tested in clinical trials for a variety of cancers.",Expression profiling by array,"1,546,743,818,959,800",GPL81,Mus musculus,in situ oligonucleotide,12488,Mus musculus,RNA,1,9,transformed count,GSE1437,none,5/16/06,
954,GDS1513,Neonatal brains from X-monosomic females,Analysis of neonatal brains of X-monosomic females that inherited either a maternal or a paternal X chromosome. X-monosomy is the basis of Turner's syndrome (TS). Expressivity of TS phenotypes depends partly on the parental origin of the single X. This expressivity may be due to imprinted X genes.,Expression profiling by array,15908953,GPL81,Mus musculus,in situ oligonucleotide,12488,Mus musculus,RNA,1,10,count,GSE1606,none,5/16/06,
