gse,web_link
GSE17283,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE17284,
GSE17285,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE17286,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE17287,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE17288,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE17289,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE17290,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE17291,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE17292,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE17293,
GSE17294,
GSE17296,
GSE17297,
GSE17298,
GSE17299,
GSE17300,
GSE17301,
GSE17302,
GSE17303,
GSE17304,
GSE17306,
GSE17307,
GSE17308,
GSE17309,
GSE17310,
GSE17311,
GSE17312,http://www.ncbi.nlm.nih.gov/geo/roadmap/epigenomics/
GSE17314,
GSE17315,
GSE17316,
GSE17317,
GSE17318,
GSE17319,
GSE17320,
GSE17322,
GSE17324,
GSE17325,
GSE17326,
GSE17328,
GSE17329,
GSE17330,
GSE17331,
GSE17332,
GSE17333,
GSE17334,
GSE17335,
GSE17336,
GSE17337,
GSE17338,
GSE17339,
GSE17340,
GSE17341,
GSE17343,
GSE17344,
GSE17345,
GSE17346,
GSE17347,
GSE17348,
GSE17349,
GSE17350,
GSE17351,
GSE17353,
GSE17354,
GSE17355,
GSE17356,
GSE17357,
GSE17358,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE17359,
GSE17361,http://online.sfsu.edu/~stillmaj/crabdata/acclimatization.htm
GSE17362,
GSE17363,
GSE17364,
GSE17365,
GSE17366,
GSE17367,http://www.cbi.or.jp/cbi/CBIj/vol9/9_94-E.pdf
GSE17368,
GSE17369,
GSE17370,http://urgv.evry.inra.fr/CATdb
GSE17371,
GSE17372,
GSE17373,
GSE17374,
GSE17375,
GSE17376,
GSE17377,
GSE17378,
GSE17379,
GSE17380,
GSE17381,
GSE17382,
GSE17383,
GSE17384,
GSE17385,
GSE17386,
GSE17387,
GSE17388,
GSE17389,
GSE17390,
GSE17391,
GSE17392,
GSE17393,
GSE17394,
GSE17395,
GSE17396,
GSE17397,
GSE17398,
GSE17399,
GSE17400,
GSE17401,
GSE17402,
GSE17403,
GSE17404,
GSE17405,
GSE17406,
GSE17407,
GSE17408,
GSE17409,
GSE17410,
GSE17411,
GSE17413,
GSE17414,
GSE17415,
GSE17416,
GSE17417,
GSE17418,
GSE17419,
GSE17420,
GSE17421,
GSE17422,
GSE17423,
GSE17425,
GSE17427,
GSE17428,
GSE17429,
GSE17430,
GSE17431,
GSE17432,
GSE17433,
GSE17435,
GSE17436,
GSE17437,
GSE17438,
GSE17439,
GSE17440,
GSE17441,
GSE17442,
GSE17444,
GSE17445,
GSE17446,
GSE17447,
GSE17448,
GSE17449,
GSE17451,
GSE17452,
GSE17453,http://bioinformatics.ufl.edu/pages_for_research/ase/tiling_analysis.htm
GSE17454,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE17455,
GSE17456,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE17457,
GSE17458,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE17459,
GSE17460,
GSE17461,
GSE17462,
GSE17463,
GSE17464,
GSE17465,
GSE17466,http://astor.som.jhmi.edu/~marchion/labML/benassi.html
GSE17467,
GSE17468,
GSE17469,
GSE17470,
GSE17471,
GSE17472,
GSE17473,
GSE17474,
GSE17475,
GSE17476,
GSE17477,
GSE17478,
GSE17479,
GSE17480,
GSE17481,
GSE17482,
GSE17483,
GSE17484,
GSE17485,
GSE17486,
GSE17487,
GSE17488,
GSE17489,
GSE17490,
GSE17491,
GSE17492,
GSE17493,
GSE17494,
GSE17495,
GSE17496,
GSE17497,
GSE17498,
GSE17499,
GSE17500,
GSE17501,
GSE17502,http://www.plexdb.org/modules/PD_browse/experiment_browser.php?experiment=VV10
GSE17503,
GSE17504,
GSE17505,
GSE17506,
GSE17507,
GSE17508,
GSE17509,
GSE17510,
GSE17511,
GSE17512,
GSE17513,
GSE17514,
GSE17515,
GSE17516,
GSE17517,
GSE17518,
GSE17519,
GSE17520,
GSE17521,
GSE17522,
GSE17523,
GSE17524,http://blasto.iq.usp.br
GSE17525,
GSE17526,
GSE17529,
GSE17530,
GSE17531,
GSE17532,
GSE17533,
GSE17534,
GSE17535,
GSE17536,
GSE17537,
GSE17538,
GSE17539,
GSE17540,
GSE17541,
GSE17542,
GSE17543,
GSE17544,
GSE17545,
GSE17546,http://www.bilkent.edu.tr/~infobil/
GSE17548,http://www.bilkent.edu.tr/~infobil/
GSE17549,
GSE17550,
GSE17551,
GSE17552,
GSE17553,
GSE17554,
GSE17555,
GSE17556,
GSE17557,
GSE17558,
GSE17559,
GSE17560,
GSE17561,
GSE17562,
GSE17563,
GSE17564,
GSE17565,
GSE17567,
GSE17568,
GSE17569,
GSE17570,
GSE17571,
GSE17572,
GSE17573,
GSE17574,
GSE17575,
GSE17576,
GSE17578,
GSE17579,
GSE17580,
GSE17581,
GSE17582,
GSE17583,
GSE17584,
GSE17586,
GSE17587,
GSE17588,
GSE17589,
GSE17590,
GSE17591,
GSE17592,
GSE17593,
GSE17594,
GSE17595,
GSE17596,
GSE17597,
GSE17598,
GSE17599,
GSE17600,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE17601,
GSE17602,
GSE17603,
GSE17604,
GSE17605,
GSE17606,
GSE17609,
GSE17610,
GSE17611,
GSE17612,
GSE17613,
GSE17614,
GSE17616,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE17617,
GSE17618,
GSE17619,
GSE17620,
GSE17621,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE17623,
GSE17624,
GSE17625,
GSE17626,
GSE17627,
GSE17628,
GSE17629,
GSE17630,
GSE17631,
GSE17632,
GSE17633,
GSE17634,
GSE17635,
GSE17636,
GSE17637,http://dictygenome.org/~anup/RNAseq/
GSE17638,
GSE17639,
GSE17640,
GSE17641,
GSE17642,
GSE17643,
GSE17644,
GSE17645,
GSE17646,
GSE17647,
GSE17648,
GSE17649,
GSE17650,
GSE17651,
GSE17654,
GSE17655,
GSE17656,
GSE17657,
GSE17658,
GSE17659,
GSE17660,
GSE17661,
GSE17662,
GSE17663,
GSE17664,
GSE17665,
GSE17666,
GSE17667,
GSE17668,
GSE17669,
GSE17670,
GSE17671,
GSE17672,
GSE17673,
GSE17674,
GSE17675,
GSE17676,
GSE17677,
GSE17679,
GSE17681,
GSE17682,
GSE17684,
GSE17685,
GSE17686,
GSE17687,
GSE17688,
GSE17689,
GSE17690,
GSE17691,
GSE17692,
GSE17693,
GSE17694,
GSE17695,
GSE17696,
GSE17697,
GSE17698,
GSE17699,
GSE17700,
GSE17702,
GSE17703,
GSE17704,
GSE17705,
GSE17706,
GSE17708,
GSE17709,
GSE17710,
GSE17711,
GSE17712,
GSE17713,
GSE17714,
GSE17715,
GSE17716,
GSE17717,
GSE17718,
GSE17719,
GSE17720,
GSE17721,
GSE17722,
GSE17723,
GSE17724,
GSE17725,
GSE17726,
GSE17727,
GSE17728,
GSE17729,
GSE17730,
GSE17731,
GSE17732,
GSE17733,
GSE17734,
GSE17735,
GSE17736,
GSE17738,
GSE17739,
GSE17740,
GSE17741,
GSE17742,
GSE17743,
GSE17745,
GSE17746,
GSE17747,
GSE17748,
GSE17749,
GSE17751,
GSE17752,
GSE17753,
GSE17754,
GSE17755,
GSE17756,
GSE17757,
GSE17758,
GSE17759,
GSE17760,
GSE17761,
GSE17762,
GSE17763,
GSE17764,
GSE17765,
GSE17766,
GSE17767,
GSE17768,
GSE17769,
GSE17770,
GSE17771,
GSE17772,
GSE17773,
GSE17774,
GSE17775,
GSE17776,
GSE17777,
GSE17778,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE17779,
GSE17780,
GSE17781,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE17782,
GSE17783,
GSE17784,
GSE17785,
GSE17786,
GSE17787,
GSE17788,
GSE17789,
GSE17790,
GSE17791,
GSE17792,
GSE17793,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE17794,
GSE17795,
GSE17796,
GSE17797,
GSE17798,
GSE17800,
GSE17801,
GSE17802,
GSE17803,
GSE17804,
GSE17806,
GSE17808,
GSE17809,
GSE17811,
GSE17812,
GSE17813,
GSE17814,
GSE17815,
GSE17816,
GSE17817,
GSE17818,
GSE17819,http://www.GenomicsPortals.org
GSE17820,
GSE17821,
GSE17822,
GSE17823,
GSE17824,
GSE17825,
GSE17826,
GSE17827,
GSE17828,
GSE17829,
GSE17830,
GSE17831,http://vimss.lbl.gov/
GSE17832,
GSE17833,
GSE17834,
GSE17837,
GSE17838,
GSE17839,
GSE17840,
GSE17841,
GSE17842,
GSE17843,
GSE17844,
GSE17845,
GSE17846,
GSE17847,
GSE17849,
GSE17850,
GSE17851,
GSE17853,
GSE17854,
GSE17855,
GSE17856,
GSE17857,
GSE17858,
GSE17859,
GSE17860,
GSE17861,
GSE17862,
GSE17863,
GSE17864,
GSE17865,
GSE17866,
GSE17867,
GSE17868,
GSE17869,
GSE17870,
GSE17871,
GSE17872,
GSE17873,
GSE17874,
GSE17875,
GSE17877,
GSE17878,
GSE17879,
GSE17880,
GSE17881,
GSE17883,
GSE17884,
GSE17885,
GSE17886,
GSE17887,
GSE17889,http://www.ulster.ac.uk/
GSE17890,
GSE17891,
GSE17892,http://bioinfo.lbhc.hcancer.org.br/arraydata/E7Ralf/samples/
GSE17893,
GSE17895,http://www.sanger.ac.uk/genetics/CGP/cosmic/
GSE17896,
GSE17897,
GSE17898,
GSE17899,
GSE17901,
GSE17902,
GSE17903,
GSE17904,
GSE17906,
GSE17907,
GSE17908,
GSE17909,
GSE17910,
GSE17912,
GSE17913,
GSE17914,
GSE17915,
GSE17916,
GSE17917,
GSE17919,
GSE17920,
GSE17921,
GSE17922,
GSE17923,
GSE17924,
GSE17925,
GSE17926,
GSE17927,
GSE17928,
GSE17929,
GSE17930,
GSE17932,
GSE17933,
GSE17934,
GSE17935,
GSE17936,
GSE17937,
GSE17938,
GSE17939,
GSE17940,
GSE17941,
GSE17942,
GSE17943,
GSE17944,
GSE17945,
GSE17946,
GSE17947,
GSE17948,
GSE17949,
GSE17950,
GSE17951,
GSE17952,
GSE17953,
GSE17954,
GSE17955,
GSE17956,
GSE17957,
GSE17958,
GSE17959,
GSE17960,
GSE17961,
GSE17962,
GSE17963,
GSE17964,
GSE17965,
GSE17966,
GSE17967,
GSE17968,
GSE17969,
GSE17970,
GSE17971,
GSE17972,
GSE17973,
GSE17974,
GSE17975,
GSE17976,
GSE17977,
GSE17978,
GSE17979,
GSE17980,
GSE17981,
GSE17983,
GSE17984,
GSE17985,
GSE17986,
GSE17987,
GSE17988,
GSE17989,
GSE17990,
GSE17991,
GSE17992,
GSE17993,
GSE17994,
GSE17995,
GSE17996,
GSE17997,
GSE17998,
GSE17999,
GSE18000,
GSE18001,
GSE18002,
GSE18003,
GSE18004,
GSE18005,
GSE18006,
GSE18007,
GSE18008,
GSE18009,
GSE18010,
GSE18011,
GSE18012,
GSE18013,
GSE18014,
GSE18015,
GSE18016,
GSE18017,
GSE18018,
GSE18019,
GSE18020,http://bioinfo.lbhc.hcancer.org.br/arraydata/HeadandNeckSCC/samples/
GSE18021,
GSE18022,
GSE18023,
GSE18024,
GSE18025,
GSE18026,
GSE18027,
GSE18028,
GSE18029,
GSE18030,
GSE18031,
GSE18032,
GSE18033,
GSE18034,
GSE18035,
GSE18036,
GSE18037,
GSE18038,
GSE18039,
GSE18040,
GSE18041,
GSE18042,
GSE18043,
GSE18044,
GSE18045,
GSE18046,
GSE18047,
GSE18049,
GSE18051,
GSE18052,
GSE18053,
GSE18054,
GSE18055,
GSE18056,
GSE18057,
GSE18058,
GSE18059,
GSE18060,
GSE18061,
GSE18062,
GSE18064,
GSE18065,
GSE18066,
GSE18067,
GSE18068,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE18069,
GSE18070,
GSE18071,
GSE18072,
GSE18073,
GSE18074,
GSE18075,
GSE18076,
GSE18077,
GSE18078,
GSE18079,
GSE18080,
GSE18081,
GSE18082,
GSE18083,
GSE18084,
GSE18085,
GSE18086,
GSE18087,
GSE18088,
GSE18089,
GSE18090,
GSE18091,
GSE18092,
GSE18093,
GSE18094,
GSE18096,
GSE18098,
GSE18099,
GSE18100,
GSE18102,
GSE18103,
GSE18104,
GSE18105,
GSE18106,
GSE18107,
GSE18108,
GSE18109,
GSE18110,
GSE18111,
GSE18112,
GSE18113,
GSE18114,
GSE18115,
GSE18116,
GSE18117,
GSE18118,
GSE18119,
GSE18120,
GSE18121,
GSE18122,
GSE18123,
GSE18124,
GSE18125,
GSE18126,
GSE18127,
GSE18128,
GSE18129,
GSE18130,
GSE18131,
GSE18132,
GSE18133,
GSE18134,
GSE18135,
GSE18136,
GSE18137,
GSE18138,
GSE18139,
GSE18140,
GSE18141,
GSE18142,
GSE18143,
GSE18144,
GSE18145,
GSE18146,
GSE18147,
GSE18148,
GSE18149,
GSE18150,
GSE18151,
GSE18152,
GSE18153,
GSE18154,
GSE18155,
GSE18156,
GSE18157,
GSE18158,
GSE18159,
GSE18160,
GSE18161,
GSE18162,
GSE18163,
GSE18164,
GSE18165,
GSE18166,http://www.dkfz-heidelberg.de/genetics/
GSE18167,
GSE18168,
GSE18169,
GSE18170,
GSE18171,
GSE18172,
GSE18173,
GSE18174,
GSE18175,
GSE18176,
GSE18177,
GSE18178,
GSE18179,
GSE18180,
GSE18181,
GSE18182,
GSE18183,http://www.tftak.eu/?id=68
GSE18184,
GSE18185,
GSE18187,
GSE18188,
GSE18190,
GSE18191,
GSE18192,
GSE18193,
GSE18194,
GSE18195,
GSE18196,
GSE18197,
GSE18198,
GSE18199,
GSE18200,
GSE18201,
GSE18202,
GSE18203,
GSE18204,
GSE18205,
GSE18206,
GSE18207,
GSE18208,
GSE18209,
GSE18211,
GSE18212,
GSE18213,
GSE18214,
GSE18215,
GSE18216,
GSE18217,
GSE18218,
GSE18219,http://www.sigenae.org/aquafirst/
GSE18220,
GSE18221,
GSE18222,
GSE18224,
GSE18225,
GSE18226,
GSE18227,
GSE18228,
GSE18229,
GSE18230,
GSE18231,
GSE18232,
GSE18233,
GSE18234,
GSE18235,
GSE18236,
GSE18237,
GSE18238,
GSE18239,
GSE18240,
GSE18241,
GSE18242,
GSE18243,
GSE18244,
GSE18245,
GSE18246,
GSE18247,
GSE18248,
GSE18249,
GSE18250,
GSE18251,
GSE18252,
GSE18253,
GSE18254,
GSE18255,
GSE18256,
GSE18257,
GSE18258,
GSE18259,
GSE18260,
GSE18261,
GSE18262,
GSE18263,
GSE18264,
GSE18265,
GSE18266,
GSE18267,
GSE18269,
GSE18270,
GSE18271,
GSE18272,
GSE18273,
GSE18275,
GSE18276,
GSE18277,
GSE18278,
GSE18280,
GSE18281,
GSE18282,
GSE18283,
GSE18284,
GSE18285,
GSE18286,
GSE18288,
GSE18289,
GSE18290,
GSE18291,
GSE18292,
GSE18293,
GSE18295,
GSE18296,
GSE18297,http://nutrigenomics.jp
GSE18298,
GSE18299,
GSE18300,
GSE18301,
GSE18302,
GSE18303,
GSE18304,
GSE18305,
GSE18307,
GSE18308,
GSE18309,
GSE18310,
GSE18311,
GSE18312,
GSE18313,
GSE18314,
GSE18315,
GSE18316,
GSE18317,
GSE18318,http://urgv.evry.inra.fr/CATdb
GSE18319,
GSE18320,
GSE18322,
GSE18323,
GSE18325,
GSE18326,
GSE18327,
GSE18328,
GSE18329,
GSE18330,
GSE18331,
GSE18332,
GSE18333,
GSE18334,
GSE18335,
GSE18336,
GSE18337,
GSE18338,
GSE18339,
GSE18340,
GSE18341,
GSE18342,http://urgv.evry.inra.fr/CATdb
GSE18343,
GSE18344,
GSE18345,
GSE18346,
GSE18347,
GSE18348,
GSE18349,
GSE18350,
GSE18351,
GSE18352,
GSE18353,http://urgv.evry.inra.fr/CATdb
GSE18354,
GSE18355,
GSE18356,
GSE18357,http://urgv.evry.inra.fr/CATdb
GSE18358,
GSE18359,
GSE18360,
GSE18361,
GSE18362,
GSE18363,
GSE18364,
GSE18366,
GSE18367,
GSE18369,
GSE18370,
GSE18371,
GSE18372,
GSE18373,
GSE18374,
GSE18375,
GSE18376,
GSE18377,
GSE18378,
GSE18380,
GSE18381,
GSE18382,
GSE18383,
GSE18384,
GSE18386,
GSE18387,
GSE18388,
GSE18389,
GSE18390,
GSE18391,
GSE18392,
GSE18393,
GSE18394,
GSE18395,
GSE18396,
GSE18397,
GSE18399,
GSE18400,
GSE18401,
GSE18402,
GSE18403,
GSE18404,
GSE18405,
GSE18406,
GSE18407,
GSE18408,
GSE18409,
GSE18411,
GSE18412,
GSE18413,
GSE18414,
GSE18415,
GSE18416,
GSE18417,
GSE18419,
GSE18420,
GSE18421,
GSE18422,
GSE18423,
GSE18424,
GSE18426,
GSE18427,
GSE18428,
GSE18429,
GSE18430,
GSE18431,
GSE18432,
GSE18433,
GSE18434,
GSE18435,
GSE18440,
GSE18441,
GSE18442,
GSE18443,
GSE18444,
GSE18445,
GSE18446,
GSE18447,
GSE18448,
GSE18449,http://urgv.evry.inra.fr/CATdb
GSE18450,
GSE18451,
GSE18452,
GSE18453,
GSE18454,
GSE18455,
GSE18456,
GSE18457,
GSE18458,
GSE18459,
GSE18460,
GSE18461,
GSE18462,
GSE18464,
GSE18466,
GSE18467,
GSE18468,
GSE18469,
GSE18470,
GSE18471,
GSE18472,
GSE18473,http://urgv.evry.inra.fr/CATdb
GSE18474,
GSE18475,
GSE18476,
GSE18477,
GSE18478,
GSE18479,
GSE18480,
GSE18481,
GSE18482,
GSE18483,
GSE18485,
GSE18486,
GSE18487,
GSE18488,
GSE18489,
GSE18491,
GSE18492,
GSE18494,
GSE18495,
GSE18496,
GSE18497,
GSE18498,
GSE18499,
GSE18500,
GSE18501,
GSE18502,
GSE18503,
GSE18504,
GSE18505,
GSE18506,
GSE18507,
GSE18508,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE18509,
GSE18510,
GSE18511,
GSE18512,
GSE18513,
GSE18514,
GSE18515,
GSE18516,
GSE18517,
GSE18518,
GSE18519,
GSE18520,
GSE18521,
GSE18522,
GSE18524,
GSE18525,
GSE18526,
GSE18527,
GSE18528,
GSE18529,
GSE18530,
GSE18531,
GSE18532,
GSE18533,
GSE18534,
GSE18535,
GSE18536,
GSE18537,
GSE18538,
GSE18539,
GSE18540,
GSE18541,
GSE18542,
GSE18543,
GSE18544,
GSE18545,
GSE18546,
GSE18547,
GSE18551,
GSE18552,
GSE18553,
GSE18554,
GSE18555,
GSE18556,
GSE18557,
GSE18558,
GSE18559,
GSE18560,
GSE18561,
GSE18562,
GSE18563,
GSE18564,
GSE18565,
GSE18566,
GSE18567,
GSE18568,
GSE18569,
GSE18570,
GSE18571,
GSE18572,
GSE18573,
GSE18574,
GSE18575,
GSE18576,
GSE18577,
GSE18578,
GSE18579,
GSE18580,
GSE18581,
GSE18582,
GSE18583,
GSE18584,
GSE18585,
GSE18586,
GSE18587,
GSE18588,
GSE18589,
GSE18590,
GSE18591,
GSE18592,
GSE18593,
GSE18594,
GSE18595,
GSE18596,
GSE18597,
GSE18598,
GSE18599,
GSE18600,
GSE18601,
GSE18602,
GSE18603,
GSE18604,
GSE18605,
GSE18606,
GSE18607,
GSE18608,
GSE18609,
GSE18610,
GSE18611,
GSE18612,
GSE18614,
GSE18615,
GSE18616,
GSE18617,
GSE18618,
GSE18619,
GSE18620,
GSE18622,
GSE18623,
GSE18624,
GSE18625,
GSE18626,
GSE18627,
GSE18628,
GSE18629,
GSE18630,
GSE18631,
GSE18632,
GSE18633,
GSE18634,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE18635,
GSE18636,
GSE18637,
GSE18638,
GSE18639,
GSE18640,
GSE18641,
GSE18642,
GSE18643,
GSE18644,
GSE18645,
GSE18646,
GSE18647,
GSE18648,
GSE18649,
GSE18650,
GSE18651,
GSE18652,
GSE18653,
GSE18654,
GSE18655,
GSE18657,
GSE18658,
GSE18659,
GSE18660,
GSE18661,
GSE18662,
GSE18663,
GSE18664,
GSE18665,
GSE18666,
GSE18667,http://urgv.evry.inra.fr/CATdb
GSE18668,
GSE18669,
GSE18670,
GSE18671,
GSE18672,
GSE18673,
GSE18674,
GSE18675,
GSE18676,
GSE18677,
GSE18678,
GSE18679,
GSE18680,
GSE18681,
GSE18682,
GSE18684,
GSE18685,
GSE18686,
GSE18687,
GSE18688,
GSE18689,
GSE18690,
GSE18691,
GSE18692,http://www.microarray.fr
GSE18693,
GSE18694,http://www.microarray.fr
GSE18695,http://www.microarray.fr
GSE18696,
GSE18698,
GSE18699,
GSE18700,
GSE18701,
GSE18702,
GSE18703,
GSE18704,
GSE18705,
GSE18706,
GSE18707,
GSE18708,
GSE18709,
GSE18711,
GSE18712,
GSE18713,
GSE18714,
GSE18716,
GSE18718,
GSE18719,
GSE18720,
GSE18721,
GSE18722,
GSE18723,
GSE18725,
GSE18726,
GSE18727,
GSE18728,
GSE18729,
GSE18730,
GSE18731,
GSE18732,
GSE18733,
GSE18734,
GSE18735,
GSE18736,
GSE18737,
GSE18738,
GSE18739,
GSE18740,
GSE18741,
GSE18742,
GSE18743,
GSE18745,
GSE18746,
GSE18748,http://urgv.evry.inra.fr/cgi-bin/projects/CATdb/consult_expce.pl?experiment_id=254
GSE18749,http://urgv.evry.inra.fr/cgi-bin/projects/CATdb/consult_expce.pl?experiment_id=253
GSE18750,
GSE18751,
GSE18752,
GSE18753,
GSE18754,
GSE18755,
GSE18756,
GSE18757,http://urgv.evry.inra.fr/cgi-bin/projects/CATdb/consult_expce.pl?experiment_id=268
GSE18758,
GSE18759,
GSE18760,
GSE18762,
GSE18763,
GSE18764,
GSE18765,
GSE18766,
GSE18767,
GSE18768,
GSE18769,
GSE18770,
GSE18771,
GSE18772,
GSE18773,
GSE18774,
GSE18775,
GSE18776,
GSE18778,
GSE18779,
GSE18781,
GSE18782,
GSE18783,
GSE18784,
GSE18785,
GSE18786,
GSE18787,
GSE18788,
GSE18789,
GSE18791,
GSE18792,
GSE18793,
GSE18795,
GSE18796,
GSE18797,
GSE18798,
GSE18799,
GSE18800,
GSE18801,
GSE18802,
GSE18803,
GSE18804,
GSE18805,
GSE18806,
GSE18807,
GSE18808,
GSE18809,
GSE18810,
GSE18811,
GSE18812,
GSE18813,
GSE18814,
GSE18815,
GSE18816,
GSE18817,
GSE18818,
GSE18819,
GSE18820,
GSE18821,
GSE18822,
GSE18824,
GSE18825,
GSE18826,
GSE18827,
GSE18828,
GSE18829,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE18830,
GSE18831,
GSE18832,
GSE18833,
GSE18834,
GSE18835,
GSE18836,
GSE18837,
GSE18838,
GSE18840,
GSE18841,
GSE18842,
GSE18844,
GSE18845,
GSE18846,http://urgv.evry.inra.fr/CATdb
GSE18847,
GSE18848,
GSE18849,
GSE18850,
GSE18851,
GSE18852,
GSE18853,
GSE18854,
GSE18856,
GSE18857,http://urgv.evry.inra.fr/CATdb
GSE18858,
GSE18859,
GSE18860,
GSE18861,
GSE18862,
GSE18863,
GSE18864,
GSE18865,
GSE18866,
GSE18867,
GSE18868,http://www.ncbi.nlm.nih.gov/geo/info/ENCODE.html
GSE18869,
GSE18870,
GSE18871,
GSE18873,
GSE18874,
GSE18875,
GSE18876,
GSE18877,
GSE18878,
GSE18879,
GSE18880,
GSE18881,
GSE18882,
GSE18883,
GSE18884,
GSE18885,
GSE18886,
GSE18887,
GSE18889,
GSE18890,
GSE18891,
GSE18892,
GSE18893,
GSE18894,
GSE18895,
GSE18896,
GSE18897,
GSE18898,http://www.ncbi.nlm.nih.gov/projects/geo/info/ENCODE.html
GSE18899,
GSE18900,
GSE18902,
GSE18903,
GSE18904,
GSE18905,
GSE18906,
GSE18907,
GSE18909,
GSE18910,
GSE18911,
GSE18912,
GSE18913,
GSE18914,
GSE18915,
GSE18916,
GSE18917,
GSE18918,
GSE18919,
GSE18920,
GSE18921,
GSE18924,
GSE18925,
GSE18926,
GSE18927,http://www.ncbi.nlm.nih.gov/geo/roadmap/epigenomics/
GSE18928,
GSE18929,
GSE18930,
GSE18931,
GSE18932,
GSE18933,
GSE18934,
GSE18935,
GSE18936,
GSE18937,
GSE18938,
GSE18939,
GSE18940,
GSE18941,
GSE18942,
GSE18945,
GSE18946,
GSE18947,
GSE18948,
GSE18949,
GSE18950,
GSE18951,
GSE18952,
GSE18953,
GSE18954,
GSE18955,
GSE18956,
GSE18957,
GSE18958,
GSE18959,
GSE18960,http://affymetrix.arabidopsis.info/narrays/experimentpage.pl?experimentid=504
GSE18961,
GSE18963,
GSE18964,
GSE18965,
GSE18966,
GSE18967,
GSE18968,
GSE18969,
GSE18970,
GSE18971,
GSE18972,
GSE18973,
GSE18975,http://affymetrix.arabidopsis.info/narrays/experimentpage.pl?experimentid=453
GSE18976,http://urgv.evry.inra.fr/cgi-bin/projects/CATdb/consult_expce.pl?experiment_id=291
GSE18977,http://affymetrix.arabidopsis.info/narrays/experimentpage.pl?experimentid=450
GSE18978,http://affymetrix.arabidopsis.info/narrays/experimentpage.pl?experimentid=454
GSE18979,http://affymetrix.arabidopsis.info/narrays/experimentpage.pl?experimentid=455
GSE18980,http://affymetrix.arabidopsis.info/narrays/experimentpage.pl?experimentid=457
GSE18981,http://affymetrix.arabidopsis.info/narrays/experimentpage.pl?experimentid=460
GSE18982,http://affymetrix.arabidopsis.info/narrays/experimentpage.pl?experimentid=470
GSE18983,http://affymetrix. arabidopsis. info/narrays/experimentpage. pl?experimentid=472
GSE18984,http://affymetrix.arabidopsis.info/narrays/experimentpage.pl?experimentid=479
GSE18985,http://affymetrix.arabidopsis.info/narrays/experimentpage.pl?experimentid=482
GSE18986,http://affymetrix.arabidopsis.info/narrays/experimentpage.pl?experimentid=486
GSE18987,http://affymetrix.arabidopsis.info/narrays/experimentpage.pl?experimentid=498
GSE18988,http://affymetrix.arabidopsis.info/narrays/experimentpage.pl?experimentid=478
GSE18989,
GSE18990,
GSE18991,
GSE18992,
GSE18993,
GSE18994,
GSE18995,
GSE18996,
GSE18997,
GSE18998,
GSE18999,
GSE19000,
GSE19001,
GSE19002,
GSE19003,
GSE19004,
GSE19005,
GSE19006,
GSE19007,
GSE19009,
GSE19010,
GSE19011,
GSE19012,
GSE19013,
GSE19014,
GSE19015,
GSE19016,
GSE19017,
GSE19018,
GSE19019,
GSE19020,
GSE19021,
GSE19022,
GSE19023,
GSE19024,
GSE19025,
GSE19026,
GSE19027,
GSE19028,
GSE19029,
GSE19030,
GSE19031,
GSE19032,
GSE19033,
GSE19035,
GSE19036,
GSE19037,
GSE19038,
GSE19039,
GSE19040,
GSE19041,
GSE19042,
GSE19043,
GSE19044,
GSE19045,
GSE19046,
GSE19047,
GSE19048,
GSE19049,
GSE19050,
GSE19051,
GSE19052,
GSE19053,
GSE19054,
GSE19055,
GSE19056,
GSE19058,
GSE19059,
GSE19060,
GSE19061,
GSE19062,
GSE19063,
GSE19064,
GSE19065,
GSE19066,
GSE19067,
GSE19068,
GSE19069,
GSE19071,
GSE19072,
GSE19073,
GSE19074,
GSE19075,
GSE19076,
